Class,Class.1,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,X,X.1,X.2,X.3
1,-0.830094937,0.606341478,0.726001379,0.141587751,-0.662319224,-0.840842862,0.387457972,-0.723596242,0.181511485,-1.403527423,-2.222336179,0.6935434,0.005290947,-0.256593573,-1.036929929,0.287204303,0.750314796,0.604089657,-0.476781228,-0.27200166,0.373371648,-0.433268401,-1.447321913,0.764195009,-1.495291126,0.368489267,0.245410831,-1.882152983,-0.782762596,-1.251845776,-0.575664288,-0.738901691,-0.13435525,0.786389844,-0.092144627,-0.516511289,-1.093123827,-1.806593594,0.563155781,-0.99888594,0.744418163,0.787182283,-0.372213078,-0.650970391,-0.136159394,0.047738415,-0.431720205,-0.539487117,0.675349147,0.644886863,-0.116918987,-0.618237361,-1.329801284,0.659005769,-2.075821532,0.987499938,-0.429813819,0.44620351,-0.861685308,-0.357038624,-0.232229936,-1.333408922,-1.411891199,-0.12205855,-0.086306649,-0.771266764,0.556919758,-2.100513087,-0.298656929,-0.024024529,-0.156658952,0.427374563,-0.799154218,-1.948167069,-0.281133479,-0.786042839,-0.797526766,-0.17950116,-1.643611244,-0.762841038,-0.106382673,0.167720547,-1.516772365,-0.246698548,0.070742359,-1.921872489,0.760850509,0.667906548,-1.570265909,-1.261969545,0.804573758,-0.537145395,-0.117165035,-0.37196862,0.725794957,0.976495544,-0.416816,0.075183065,-0.898228833,-1.49203253,0.32950663,-0.51653578,0.283383251,0.403759122,-0.077344583,0.044557138,0.796200042,-0.38039421,-0.631683351,0.567064103,0.479712523,-1.072718939,-1.184096088,0.735853671,-0.018969144,0.147159115,-0.268896612,0.707648087,-0.107282935,-1.41860873,0.661822471,0.879924133,-0.919563829,-1.05856561,-0.843106129,-2.327184419,-0.210089904,0.277131602,0.880154245,-1.164697316,0.985505151,-1.316596719,-0.527099068,0.918359588,-0.285661758,0.985555593,0.139276433,-1.502754992,-0.554559896,0.04451288,-0.08981523,-0.349513659,-1.038265189,-1.963740142,-2.239809539,-0.163517183,0.963415067,0.985433509,0.076715699,0.640684614,-2.063145779
1,-1.119772451,-1.87071089,-0.012641188,0.251406168,0.813408469,0.253060305,0.644940999,-0.591076287,-1.814574452,0.113726123,-1.08172519,0.205898498,0.184758841,0.446748919,-1.7396741,0.441164283,-0.17002296,-1.003899439,-2.034381153,-2.288525252,0.133896835,0.27837626,0.50205489,-0.375483901,0.06464828,0.915462841,-1.889549438,-2.426051438,-2.075724246,-0.100057354,-0.829291001,0.17082601,0.817237087,-0.405457866,-1.06131925,-1.054880942,-1.172714092,-0.165353627,0.686269706,-1.668816181,0.478241054,0.302417972,-0.360521538,0.824597128,-0.24568803,-0.460408826,-1.594195512,-1.779561406,-0.698593161,0.803450137,0.076035019,-1.00501477,-0.509568396,-1.20325903,0.951198325,0.873177041,0.272617948,0.456673021,0.135158615,-0.390033604,0.485177801,-0.660400668,-1.685956684,0.167318625,0.336698591,-0.261151457,0.270367321,0.503089725,0.567361655,-0.047102547,0.398987674,0.44947216,-0.003658767,0.324123986,0.638564271,0.173095101,0.084531979,0.188689916,-0.947447996,0.537408964,0.973765749,-1.041905597,0.423561285,-1.22955849,0.854715678,0.974161686,0.431489561,-0.126413986,0.0710129,0.944677834,-2.123927463,0.361488332,-1.417416003,-0.401779034,-0.913425621,-0.013744324,-0.425641242,0.623315835,-1.198233454,0.261504381,-0.575456568,0.518123237,-0.485717777,-0.677269553,0.812173632,-0.619327204,-0.903232638,-0.249646713,0.265054214,-0.047833589,0.080672404,0.88873653,-0.093139712,-0.974717934,0.836062045,-0.352236379,-0.209987352,0.318353092,0.203569824,0.760829851,0.881079191,0.238470062,-1.741052668,0.905985456,-1.439582033,-0.563472568,0.888065063,0.797224107,-0.210927687,-1.67017481,-0.665751494,0.57668478,0.135589118,0.08397551,-0.76748166,-1.212232866,-1.589225591,-0.814402401,-0.533390769,-1.671968461,-1.339864199,0.997668901,-0.868874024,0.452570835,-0.241892224,0.683926249,0.03295833,-1.099710987,0.073924346,0.028434106,-1.444313025
1,-2.664208805,-0.101826374,-0.987401504,-1.726134023,-0.888043819,0.431994011,0.101937001,-0.629697744,-1.358936535,0.782417848,-0.811324187,0.79321537,-1.383984105,-0.910984792,0.613641731,-0.579718071,-0.981276064,0.201707572,0.226466558,0.988142073,0.952094001,-0.515586589,-2.201385698,-2.233632334,-0.781478457,-0.242969343,0.94817424,-0.729351912,-0.706268097,-0.652423938,-0.0105388,0.745806864,0.89863588,-1.705024572,-2.019388975,0.491786941,-0.878157442,-0.314487544,0.260794108,0.487269585,-1.930592377,0.145660477,-0.199727687,-1.996689251,-1.387695018,-0.944503006,-0.263747092,-0.317593492,-1.346840968,-0.600644249,-0.587928109,0.404964871,-0.215265643,-0.840715852,-1.214956292,0.261252857,-0.113005723,-0.652740537,-1.648728914,-2.056982839,0.633642546,0.865054974,-0.853025463,0.668485143,0.840324878,0.234767952,0.235442251,0.173196171,-1.362023633,-0.413252602,-0.439906547,0.066077157,0.74640223,0.827230758,0.558531223,-0.031563563,-0.550031149,-0.859032368,-0.909129288,0.314714271,-0.184088131,-0.48796908,0.136289191,0.062174644,0.890171423,-0.018786554,-2.602586467,-2.420275803,-1.330757022,0.478654058,0.332025222,0.987522697,0.130195933,0.000298763,0.43398426,0.393179506,-0.11856129,-0.147496795,-1.688255661,-1.717570611,0.257755038,0.98488367,-0.185921197,-0.84377354,-0.434216496,0.637356292,0.296301613,0.443142449,0.126902811,-1.897202341,0.58790238,0.979280913,-0.848413482,0.356599676,-0.740586852,-0.298171874,0.990898262,0.776859466,-0.030070125,0.914033911,0.769362239,0.889298411,0.265022027,-0.139810297,0.941221247,0.359371399,-1.21965784,0.239531618,0.47420641,0.669286674,0.63569566,-0.554005441,-1.40128088,-0.690311105,-0.967046936,-0.760998428,-0.668333475,-0.896298155,-0.188735336,0.282325017,-0.124037006,-0.731865519,0.564615981,0.054288165,-0.639251763,-1.151004485,-1.082801489,0.809337388,-0.043567721,0.611217165,0.994074271
1,-3.564157102,-0.451422442,0.419102213,0.757692371,0.581151136,0.583157102,-1.524390827,0.173539987,-0.855490733,-1.32106707,-0.917514175,-0.825223876,0.409549843,0.906965434,-0.143774918,-0.272708365,0.271605605,-1.207504754,-1.752533503,0.552225232,-1.3607916,-0.176435359,-0.011392952,-1.104109593,-1.033188953,0.954709839,0.123509252,-0.006887751,0.529084377,0.65197088,-0.873729442,-0.093614177,-0.381840434,0.68128118,-0.873792992,-0.405628562,-1.606237464,0.485135651,-0.586926113,0.787775174,-1.163075109,-1.734303056,-1.485477817,-0.300010116,0.436875776,-0.147713189,-1.210190227,-0.266513454,0.646949313,0.193648093,-0.46952471,-1.151450597,0.404909312,0.756782397,0.914604075,-0.55686084,0.800333396,-1.783558731,0.411490621,0.957882171,0.847667054,-1.678088508,-1.534157608,-1.027856523,0.066195482,-0.508529443,-1.056075767,-0.588388577,0.38993355,0.598176319,-1.46146947,-1.026904169,0.909149697,-0.831449319,0.211275801,0.921032853,-0.399573234,-0.113572443,-0.000234449,-2.221357971,-0.079429604,0.56898453,-0.364787697,-0.192896581,0.586292209,0.353226172,-1.566682869,-1.298613702,0.347958921,-0.506831188,-0.92413057,-1.405708766,-0.331336063,-0.148369179,0.962355825,-1.346789786,0.689118604,-0.902583384,-0.380525247,0.813872336,0.578572739,-1.747759615,0.008117939,-0.969982974,-0.466453893,-0.313972108,0.765523288,-0.526070595,0.25353141,0.464779869,0.784831494,-0.584553418,-0.394864168,-1.512904129,-1.830495026,0.869589197,-0.460643581,-0.187631387,0.909601768,-1.869748942,0.71760997,0.733710825,-0.345639965,-1.229712163,0.301720593,0.882671579,-1.117576672,-1.005914296,0.476272681,-0.301671858,-1.25308033,0.863721417,-0.873075936,-2.032345939,-1.984367869,0.986637875,-0.025082653,0.097867692,-0.130796577,0.75527269,-0.315165104,0.984662031,0.183596667,-0.118163932,0.10957898,0.77407273,0.327621167,0.514701533,-0.427262818,0.634384599,0.635566788
1,-2.127918297,0.625841761,0.075597265,0.529828613,0.318258397,-0.992408066,0.246140784,0.090788084,-1.251909846,0.684346983,-0.591931582,0.748978875,0.193632374,0.057754132,-0.346804881,-0.597523229,0.0034203,0.699232373,-0.318300066,-0.384245233,-1.51708085,-1.727720866,-1.851358202,-2.035389265,0.13042435,-0.083810512,0.140382689,-0.616156418,-2.528744575,0.865797142,-1.028469962,-1.596337851,0.501937009,0.63565371,-0.161240384,0.04188284,-0.443692305,0.286571904,-1.02356044,-0.680443541,0.184354057,0.566126007,-0.141390292,-1.817758975,0.664636787,0.358512274,0.483319271,0.234178939,-1.006421564,-0.731989656,0.632015206,0.893513621,-0.294920782,-0.369553924,-1.697268751,-1.4532392,-1.430638453,0.880927745,-0.40353428,0.476847911,0.415293926,0.570511776,0.422493306,-2.174852681,-2.35562481,-2.396482899,-0.644616697,0.63602446,-0.505652485,0.855709015,-0.159464554,0.384356112,0.441515737,0.956572079,0.279526568,-0.23726665,0.174912368,-0.182518492,-0.186539494,-0.594961759,-1.475250853,-1.737620692,-0.711735949,0.579610829,-0.271434029,-1.432764542,0.388624322,0.54451533,0.403191219,-0.941063728,-0.029245226,0.108026363,0.180836125,-1.811967581,0.551742692,0.259867706,0.697392332,-0.305227815,-0.184757293,0.851186255,-1.854965178,0.972184031,-1.233077682,-0.644140512,0.894106096,0.472487501,-1.135789709,0.326402539,0.874458713,0.755156717,-1.120524776,0.329047271,-0.977058853,0.732210805,-2.381307975,0.51469051,0.274526256,0.046604554,-0.809914143,0.579066138,-0.374329922,-0.406849568,0.689772208,0.687575538,-1.672274001,0.074787056,-0.937385474,0.47651145,-1.105928336,-0.41716215,-1.122901648,-1.533300589,-0.812596446,0.451225329,0.465265535,-1.295372185,0.745059261,-1.247807559,-1.187018724,-0.347490042,0.013469058,-1.209712902,-0.020716758,0.909239053,0.370591665,-0.950259061,-0.911592731,0.380983293,0.178913437,-0.897902222,-1.645109438
1,-3.357512589,0.768985515,-0.756003421,0.830958542,-0.69161588,-1.408037828,0.408332825,-1.928571647,0.973452961,-0.924681085,0.24543771,-1.123995013,-0.253726788,-2.3178353,-1.706614178,0.055601542,-1.534290121,-0.670646871,-0.500154053,0.902751078,0.756090992,0.473686436,0.903026166,0.768471768,0.856823963,-1.724274834,0.704700876,0.851000768,-1.302705613,-1.483908599,0.686815722,0.553589378,0.410118428,-1.953602751,0.801020786,0.873259658,-0.538761963,0.322700733,0.073479318,0.401243101,0.812076962,0.20944433,-2.210246697,-0.13672743,-0.58369431,-0.1021372,0.226982898,-0.471467116,0.871507442,0.612919516,-0.36504037,-1.420791636,-0.614124627,0.037669489,-0.113324969,0.470447116,-0.550142718,0.028243913,0.634004428,0.018973031,0.471614155,-0.758165729,-1.564268877,-1.207077123,0.746124841,-1.26805401,0.834480744,0.891088599,0.916936629,-1.926572734,-2.332543799,-0.754304243,0.405351445,-0.777198396,0.965447381,0.935178244,-0.935469041,0.44267546,0.338296376,-1.727995688,-0.825406795,-0.070190593,-0.102302375,0.42071624,0.609893114,0.767189308,0.858292981,0.08543518,-0.429819965,-0.000174741,0.223233561,0.481656805,0.981196013,-0.446694456,0.279031573,-0.796504795,-0.805587985,-0.192240174,-0.217263596,0.943965758,-0.214012153,-0.479776282,-1.559612047,0.969747226,-1.042866569,0.809713292,0.881819694,-1.012199878,0.130622046,0.141972304,-1.33521883,-0.023459535,0.786557278,0.033295246,0.567521006,0.457257456,0.396739378,0.88490497,-0.253929071,0.215095529,0.020984197,-0.841805313,-1.756543674,-0.794481322,0.427680571,-1.731917685,-0.869256036,0.010540825,0.0146595,-0.274756806,0.835630427,0.572811147,-1.322944467,0.954839584,0.943901666,-0.847081199,-0.47071058,-0.884428383,0.295552332,-1.359071067,-0.370739426,0.193704599,0.160372046,-0.05438264,-0.090638832,0.28950784,0.769758058,-0.180137503,0.802707951,0.098399443,-0.377926744
1,-2.116386409,0.341682599,-0.26210362,-0.285246922,-1.146366094,0.248702876,-0.20064887,-0.522258365,-2.034321188,0.931166427,-1.071227305,0.368361802,0.923915873,0.790434522,-1.074173081,-0.4509367,0.82501748,-0.553155669,-0.936853587,-0.541477427,0.892839535,-0.161760481,-0.234997352,-0.385959324,-1.07217872,0.72238648,-0.82653978,-1.11493679,-1.051534895,-0.058120929,-2.52357056,-1.693094227,-1.48196923,0.422227191,-2.112166388,-1.43473545,0.990052318,-1.185795207,0.117982431,0.105640823,0.044796324,-1.318382757,0.961596998,-0.063741698,0.888038472,0.28182537,0.55887818,-0.268089851,0.115651501,0.47996206,-0.691269121,-0.902696933,0.634036975,-0.506287243,-2.000003927,-0.555448347,0.768236121,-0.141955637,-1.444167457,0.531316474,0.413731399,0.066418965,-0.953353614,0.781918185,-0.492642785,-0.956931721,0.87130972,-0.281536396,-0.486966294,-0.869878701,-1.698205297,0.282518825,0.950213668,-0.816719129,0.829801137,-0.748588867,-0.809178443,0.135947152,0.164720209,-1.142418801,0.493694647,0.82429776,-0.926906076,0.987839454,0.800132515,0.818897336,0.796713041,-0.200373103,0.869720051,-0.034940823,-0.012921663,-1.433178677,-1.613201132,-1.141059829,-1.450624944,-1.573967196,0.218179288,0.624590362,-0.300393486,-1.26850889,-0.875634293,-0.215972929,-0.668652046,-1.5766038,-0.158212008,-0.409279103,0.881117384,-0.227443527,-0.083419407,0.634298937,-0.493490413,0.81079659,0.067984852,0.172447536,-0.741804634,-1.460176375,0.057915986,0.187085682,0.558750039,0.332925448,0.328944252,-1.189494975,0.550482862,-0.847190464,-0.072692661,0.702441819,-1.202324713,-1.640874585,0.771187788,-0.608059552,-0.204126389,-0.312354188,-0.477920668,-0.57753374,0.96922986,0.899766897,0.808081152,0.516852857,-0.551641289,0.973301169,-1.05016992,0.751396161,-0.74328285,0.211288515,0.520015863,-0.269966989,-0.340941194,0.504544581,-0.944414599,0.966342377,0.855165463
1,-1.844164621,0.112726384,-0.090877507,0.151073329,0.781743916,0.526876182,0.806002575,0.433795602,-0.004525475,0.865486457,-0.123974746,0.938895775,0.152061618,0.689014141,0.990004605,0.685153666,0.468676525,0.103861924,0.778184471,0.65345366,0.969350939,0.442470803,0.305729694,-0.322677838,0.645154368,0.576618548,-1.046544741,-1.269792926,0.776634267,-1.214331895,-1.281775923,-0.990269428,0.355671951,0.632470444,-0.057442129,-0.124508934,0.683002979,-1.211042666,0.835636971,-0.366568987,0.580392646,0.186971635,0.803154534,-1.190469131,-0.272396957,0.731164378,-1.390104926,0.901365341,-2.028664153,-2.023677973,0.956114883,-0.340437051,-1.019517858,-1.668397241,-1.314640362,-1.305298737,-0.611017841,0.601109278,0.664843792,-0.862808757,-0.973863148,0.76108741,-0.75896743,0.807797764,-0.915368289,0.412309008,0.270692323,0.853925544,0.576963797,-0.28159807,-0.729543833,0.87333506,-1.118927502,-1.669902877,0.007298909,0.844759451,0.605455117,-0.670715105,0.922627806,0.790982198,0.554067359,0.111284732,0.161339059,-1.036286133,0.074767404,0.938048017,-1.090603758,0.842247954,0.045958566,0.3503168,-1.00702499,-1.738022509,-0.168318371,0.760167571,0.231556098,-1.327349395,0.812124391,-0.151885599,0.657360024,0.631177964,0.141302485,0.943259185,0.035051021,0.440595641,-1.063703916,0.812090838,-1.239870469,0.877156311,0.613532434,0.274353462,-0.199893362,-0.071144874,0.081770474,-0.612917394,-0.419120543,0.577370167,-0.40428227,0.745037685,-1.344403695,-1.32048977,0.462743279,0.161343001,-1.941113866,0.090396515,-0.52927291,-1.097798548,-1.752557922,0.694282261,-0.116281219,0.577967556,0.637135521,0.732687133,0.726109792,-0.160462289,-1.251090002,-0.336437105,0.696585413,0.291492664,-0.194025859,-1.102499829,-0.382675167,0.304818506,0.895291892,-0.490264342,-0.57280968,-0.004385806,0.229957874,-0.888305444,-0.315834137,-1.300154393,-1.357286088
1,-3.161001744,0.41566107,-1.140711382,-0.527632301,-0.492336798,0.323128204,-1.423526045,-1.164889636,-0.07063531,-0.246011062,-0.79412253,-0.010268731,0.793808787,-1.488328639,0.771834805,-0.157136614,0.437668773,0.56339816,0.434954866,0.31668582,0.763134305,0.266902287,-0.753733219,0.86000529,-1.562408317,0.478677038,0.613057651,-0.625956795,0.696414727,0.267535016,-0.041823646,-0.302619588,-0.584662537,-1.567166436,0.001769484,0.738308988,-0.2532094,0.410112759,-0.508581857,0.554953318,0.554625756,-0.329155407,-1.321888493,0.907379527,0.592026127,-0.789236166,-0.193638433,-0.196984669,-1.021669059,0.620811546,0.299077137,0.153522302,0.101355497,0.038153038,-0.124804433,0.409500641,-0.538676811,0.211518833,-0.085825061,0.665140772,0.49530169,0.369729189,-0.087712696,0.09275605,0.606611964,-0.144282768,0.689985837,-0.457365808,0.898654236,0.839386643,0.898600283,0.901621713,-1.557304945,-2.344155988,0.642313238,-1.813187504,-1.532688602,0.067538692,0.182264716,0.028403979,-1.008862858,0.435185308,-0.958772798,0.073094598,-0.894163975,-1.595407143,0.927973647,0.974334338,-0.009917826,0.392875217,-0.04475199,-0.896029302,-0.927739404,-0.692848566,0.351518671,-1.712497372,0.211500293,-0.140975005,0.16853422,-0.142016072,-1.317056542,-1.889527916,0.876484044,0.954990815,-1.151720554,-0.03692112,0.863412519,0.910403657,0.542735495,-2.064731723,-0.144864764,0.489768291,0.996714316,0.572349294,0.351883747,-0.300706453,-1.362331666,-0.969329108,0.230146784,0.95664525,-0.557122331,-2.157197332,-0.240340745,-0.43658611,0.858595399,0.386094171,-0.189486058,-0.687337515,0.73326358,-0.604142702,-0.433269869,0.63564879,0.323008596,-0.358005899,0.951561177,-0.29911999,-0.112876108,-0.236777762,-1.664049984,-0.879126933,0.926869521,0.84382587,0.65418872,0.299207044,-0.484305607,0.191806315,0.391489915,0.021467591,0.817320291,-0.218356933,0.017337474
1,-3.462178705,-1.573063818,0.588634261,-1.184513123,-0.21894165,0.027776335,0.339206339,-0.167390875,-1.209546526,-1.69975481,-0.984547932,-0.120402672,-0.113342226,0.127431226,0.549636776,-0.567288684,0.033695901,0.874564988,0.874763617,0.978151517,-0.299486481,0.82419688,0.148190317,-0.003431743,-0.30263201,-0.24073159,0.708512039,0.961249647,-0.592438809,-0.8968937,-1.056850631,0.756108261,-1.258241307,0.687492384,-0.235175841,-2.090929392,0.931983592,0.817307324,-0.897536276,-1.219883643,-1.490582218,-1.197027855,0.296246687,0.749648927,-0.148816756,0.744778199,0.36639157,0.032117196,0.987851736,0.733872372,-0.006137206,-1.477183241,0.622148575,-1.304466145,-2.40130723,-1.738742176,-2.009988101,-0.599319593,-0.561832945,0.124015893,-0.95261932,-1.388951706,-1.262824632,-2.188171772,-1.705155822,-1.30245347,-0.118708969,0.721007189,0.591118155,0.946890099,0.599175608,0.801818429,0.592558653,0.411852612,-1.412779843,-0.178343119,-0.774479431,0.807047441,0.807899034,-1.293258472,0.956910732,0.618543093,0.808378644,0.835297287,-0.370049523,0.915956063,-0.893262355,0.000587629,0.221906549,0.562899799,0.205801767,-1.528561674,-1.428996477,0.78024089,0.524569,-0.002194526,-1.242780999,0.605981397,0.181609381,0.959829261,0.55883341,0.130568987,-0.824076076,-1.444065624,0.745284669,-0.310590755,0.404156668,-0.987770328,-0.115789437,-0.487133224,-1.298589349,-0.7021981,0.479940625,0.782085763,-0.87463867,-0.827300079,0.842711407,-0.88366258,0.46194779,0.33984345,-0.553888797,0.120511626,-0.089781946,0.243313638,0.573061274,0.59144722,0.147315293,0.676501117,-0.016493077,-0.853787549,0.971965544,-1.88018456,0.023433309,-0.033170654,0.21266691,-1.155584299,-1.236981119,-1.485796153,-1.448961671,0.595898291,0.050913713,-0.228805781,0.38066036,0.613058375,-1.064121798,-2.099161152,0.824537502,0.76201814,0.707516655,0.409138653,-0.990522815
1,-1.022841086,-0.583731574,0.486408883,0.839913156,0.757251782,-0.570872827,0.661495997,-0.481581195,0.153279275,-0.369774211,-1.158950404,0.420212841,-0.684818651,-0.948372402,-0.586103467,-0.320341757,-0.304286095,-0.326930311,-1.182466762,-2.443925398,-1.237872647,-1.246600925,-0.586131074,-0.054342455,0.106789503,-1.448859592,-1.032061638,-0.305018121,0.21487592,-1.710856781,-0.003152908,0.858443977,0.645102481,0.808310475,-0.458395764,-0.012206529,-0.772193315,0.304170134,-1.501902185,0.027365971,-1.128856453,0.737548913,-1.352052357,-1.038239122,-0.157229535,0.825465062,-1.242359122,0.389340813,-0.922101976,-0.222637925,0.447775521,-2.089202227,-1.496537984,0.949052323,0.983690665,0.079370972,0.071229007,-0.937365668,-0.357499127,0.312680731,-0.77281155,-0.771078304,-0.528512618,0.597940486,-0.063697433,-0.519983446,-0.197005303,0.841465653,-0.067179182,-1.579297637,-1.024541436,0.737535521,-0.165764261,0.044326224,0.887201222,0.92377886,-1.076220163,-1.057545198,-0.197536621,0.92478661,0.047206347,0.667495913,-0.215671778,-0.303813096,-1.023891394,-2.122487496,0.81417413,-2.476903401,-0.190653475,-0.344978928,0.467495757,-2.433632203,-1.335501713,-1.663611063,-0.992939815,0.811833279,0.829291426,-0.245152659,0.969647721,0.922704258,0.673844514,-0.594393735,0.033297401,0.296603946,0.384607686,-1.078337484,0.106143568,-0.479109897,-2.286123245,-0.965262231,0.772157857,0.00983483,-0.680135318,0.401485358,-2.233695429,-0.208593284,0.153102035,-0.637176251,0.55485222,-0.709308214,0.036230696,-0.488880455,-1.664649515,-0.489604775,0.67817842,0.789362439,0.701040286,0.016751434,-0.137515008,-0.141620039,0.570899138,0.705866927,0.319565223,-0.074345993,0.810724723,0.950388785,0.449614615,0.846552922,0.25746354,0.293846766,0.783104671,-0.349794207,0.227672241,0.201262287,-1.190433914,-1.418287417,-1.406223079,-0.447066778,0.410312864,0.811794249,-0.850692611
1,-1.225235984,0.504131717,0.667452584,-0.213152675,-0.24615919,-0.074219445,-0.501079404,-0.438867218,0.005418365,0.850123832,0.471119138,0.702124678,0.61844293,-1.216886513,-0.732550874,0.987048244,-0.665536376,-0.621683332,0.072487279,-0.230238696,-1.33190616,-1.24206283,0.493439873,0.721024342,-0.012142658,0.841533873,0.769838404,-1.6953922,-0.726633236,0.411372363,-1.040676358,0.65600431,0.914135074,-1.372427887,-2.424585624,-0.54202832,-0.788437718,0.231156496,-0.267140008,0.336498984,0.420859513,0.226320595,0.032091474,0.328267976,0.193605353,-1.735395926,-2.022209897,0.195924951,-1.512987743,0.850528158,0.918577136,-1.845036819,-0.906916855,-0.488036175,0.16963271,0.566076113,0.737201445,0.645846263,0.212204356,0.014980632,0.11456199,0.736701655,-0.794871562,-0.643110834,-0.102281217,0.900123046,-0.606775083,0.002003227,0.784602265,0.02383774,-1.86873697,0.692130212,-1.187136825,-1.785566614,0.605688265,0.797247162,0.485839758,-1.732326537,-0.696592083,-0.080371599,0.897897838,0.651891295,-1.308488642,-1.404875294,0.124020229,0.107992348,-1.924286593,0.561674789,0.796950009,0.457221724,0.092542788,0.974941405,-0.147589619,0.896979854,-1.329972834,-1.273627916,-0.325204648,-0.90369641,0.562072808,0.552999952,0.083163941,0.80591794,0.071056608,0.821624958,-0.351699148,0.277152902,-0.265571011,0.072527183,-0.598187228,0.543646352,-2.586354091,-1.579203729,-1.738457448,-2.180029687,-2.603679997,0.925414205,-1.745801764,0.310449654,0.546711363,-0.935870249,0.807201825,-0.603462624,0.964955775,0.370303576,0.79915574,-0.325265859,0.699687366,-1.685162884,-1.69728623,-1.493019417,-1.124731448,-1.884050769,-0.732701841,-0.088100023,0.263550747,0.955892881,-0.222854962,-0.21414611,0.093280975,0.389309936,-1.403237065,0.596917922,0.778312452,0.50500277,-1.654114822,-0.151522993,-1.22336316,-2.247838692,-1.361843246,-0.110897088,0.813275259
1,-3.196586189,-0.966371828,-0.61353053,0.586525542,0.892811433,-0.230674739,-1.356956324,-0.925882931,-0.004086257,-0.220020307,-0.820873209,-0.554099648,-0.022333414,-0.124970565,0.828824496,0.821857572,0.471390233,0.44721449,0.0415365,0.656391725,-0.771525468,0.977171918,0.199557838,0.485471717,0.460825221,0.831946479,0.955948703,0.000693842,0.039882694,-0.740663473,-0.583180188,0.299122983,0.68466902,0.393295345,-0.251032173,0.936550327,-1.648904264,0.053344721,0.244454007,0.824310736,0.798796197,-2.01759065,-0.283012476,0.674769617,-0.594966934,-0.879081334,0.750578336,-0.22438398,-1.87900813,-0.82002143,0.096651884,0.912319624,0.749830555,0.905266702,0.825262397,0.840381812,-0.7139252,0.968510702,-0.351778129,0.26582135,0.182389711,-0.571051065,-1.828754314,-0.226430741,0.658257951,-0.170164736,-1.309972028,0.451739897,-0.405157976,-1.416935911,-0.245442719,-0.513159214,-1.52645373,0.16741461,0.082568539,0.402652303,-0.972756061,0.138672165,0.87349513,0.400338369,-0.117702824,0.763152486,-0.310496149,0.643997447,0.960635355,0.682780405,-0.870129616,-2.03496281,-1.742920101,0.921658846,-0.500970596,0.712092522,0.767492679,0.674537992,-0.427875032,-0.00371227,0.827061591,0.686180215,0.885302932,-0.805801588,-0.862941541,-0.516148632,-0.723064543,-1.329526393,0.884205597,-0.558221196,0.141712627,0.196163947,-0.0196683,-0.119203377,-1.161198397,-0.295927331,0.329290691,0.941078872,-1.628612046,0.311845462,-1.294206647,-1.252781386,-1.183565407,0.575301134,-0.334329828,-0.284048888,0.107452575,-0.041633814,-2.270690771,-0.859618808,-0.171621013,0.365263646,-0.899786716,-2.612081773,-0.891796414,-0.001235633,0.058191113,-0.229654032,0.229187194,-0.77640646,-0.922244497,0.969676287,-0.197543754,0.117322092,0.057384236,0.514892173,-0.801165325,-1.872323542,0.766153022,-0.821385819,-1.111453531,-1.334616103,-1.675530365,-0.162636226,-0.072112653
